name,email,phone,address,experience_years,rating,popularity,accessibility,reliability,legal_issues
"Raval, Dugar and Saran Foundation",araj@patil.com,+910857027673,"32/476, Madan Path, Jamnagar-063475",7,3.63,low,moderate,high,consumer_rights|FIR_denial|dowry|cyber_crime
Varty Ltd Foundation,anthonysandal@chaudhuri.org,5590916527,"H.No. 182, Raman Road, Mathura 798396",21,4.86,high,moderate,medium,consumer_rights|bribery_corruption
Kala-Aggarwal Foundation,yahvi34@pal-radhakrishnan.biz,09788450194,"63/848, Krishnan Road, Cuttack 793774",24,4.82,medium,easy,high,cyber_bullying
"Mutti, Lad and Shetty Foundation",hdevan@uppal-jayaraman.biz,7920212281,"07/890, Goswami, Kharagpur-926964",28,4.94,high,difficult,low,consumer_rights|property_dispute|rent_eviction|labor_rights_violation
Shankar and Sons Foundation,mangalchameli@solanki-wagle.com,0685420464,"18/511, Krish Nagar, Kochi-133582",13,3.31,medium,moderate,medium,domestic_violence|labor_rights_violation|cyber_crime|dowry
Palla-Dutta Foundation,jonathan44@rau.com,3990891160,"H.No. 48, Rajan Street, Hospet 890242",45,4.93,medium,moderate,high,consumer_rights|rent_eviction
"Zacharia, Bose and Mallick Foundation",chahaltriveni@maharaj.org,+916872005175,"14/984, Rao Chowk, Alappuzha 324412",13,4.32,low,moderate,low,rent_eviction
Mukhopadhyay PLC Foundation,vchana@dey-kohli.com,9297339185,"12/41, Magar Zila, Nagpur-944054",22,3.3,medium,difficult,low,property_dispute|cyber_bullying|FIR_denial
Ahluwalia-Mand Foundation,xdevan@choudhury-dayal.com,+914043140771,"50, Doctor Road, Madurai 043712",28,3.54,low,easy,high,bribery_corruption
Saxena PLC Foundation,divyapathak@sachdev.org,05979092615,"49/46, Bhat Path, Dhule 959684",33,4.57,high,easy,low,child_custody|property_dispute
Vora-Devi Foundation,bhavininaik@rajan-munshi.net,+912157248258,"062, Banerjee, Chennai-015635",6,4.12,high,moderate,low,harassment|dowry|consumer_rights|child_custody
Murty Ltd Foundation,elijahbalan@som.com,08654999931,"78, Pai Path, Tadepalligudem 013716",47,4.13,medium,easy,high,bribery_corruption|cyber_crime|cyber_bullying
Rattan Ltd Foundation,edhitha42@dar.com,+915268031209,"691, Lanka, Udupi-563535",21,4.97,high,difficult,medium,FIR_denial
Mann-Barad Foundation,jasmitmore@butala.com,5674524578,"084, Sheth Zila, Muzaffarpur-384125",44,4.29,medium,difficult,low,harassment|workplace_discrimination|cyber_crime|property_dispute
Reddy-Bhat Foundation,falak37@mitra.com,05925993506,"H.No. 42, Suri Circle, South Dumdum-251014",8,4.56,low,easy,high,labor_rights_violation|rent_eviction
Chahal-Sahni Foundation,pbhargava@dayal.info,00778494259,"569, Randhawa Marg, Bardhaman-454122",42,3.12,low,difficult,high,rent_eviction|workplace_discrimination|child_custody
Pau-Sachar Foundation,pooja85@patla-sinha.com,3793474871,"222, Gaba Zila, Miryalaguda 344686",17,3.97,medium,moderate,medium,property_dispute|workplace_discrimination|labor_rights_violation|cyber_crime
"Datta, Sheth and Rajagopal Foundation",samakshkar@shukla.com,7835055538,"39/17, Chaudhry Street, Katni 588762",13,4.55,medium,difficult,low,consumer_rights|FIR_denial|child_custody
Wason-Mahal Foundation,fdhaliwal@magar.com,4561001861,"783, Pillai Ganj, Dharmavaram 085554",36,3.67,medium,easy,high,bribery_corruption|dowry
Mannan-Kala Foundation,hemal33@gupta.com,8229804233,"62, Mistry Zila, Parbhani 048797",38,3.34,medium,easy,medium,domestic_violence|FIR_denial|workplace_discrimination|cyber_crime
Pandey-Solanki Foundation,ehans@bumb-rana.com,+910466180699,"H.No. 785, Wagle Nagar, Udaipur-621561",30,3.01,low,easy,medium,cyber_bullying
Rana-Kala Foundation,qabilwagle@kapur.com,+919413048494,"57, Kala Street, Aurangabad-610360",33,4.32,high,difficult,low,cyber_crime|child_custody
"Kuruvilla, Sankaran and Dube Foundation",ranganathananjali@koshy.net,+917792901018,"81/115, Tak Road, Bhusawal 701191",20,3.74,low,easy,low,cyber_bullying|harassment|bribery_corruption
Rao Group Foundation,rcomar@sodhi.com,+912023339674,"493, Sangha Ganj, Bhilwara 205626",31,4.52,low,moderate,high,consumer_rights
"Natarajan, Vasa and Bajwa Foundation",hparsa@mital.info,8134511364,"53/909, Grewal Marg, Bhiwani 445153",10,3.47,high,easy,low,property_dispute|consumer_rights
Mukherjee Ltd Foundation,karpeansh@sethi.net,04253288335,"H.No. 43, Gupta Path, Nagaon 826074",37,3.45,medium,difficult,low,bribery_corruption|FIR_denial
"Khalsa, Nayak and Modi Foundation",bhavnachar@gokhale-bandi.org,09330321698,"389, Sur Street, Bhiwandi 033013",14,3.95,medium,difficult,low,labor_rights_violation|property_dispute|child_custody|consumer_rights
"Ravel, Bansal and Merchant Foundation",ethanbabu@kothari.com,+919738823692,"58/246, Lalla Zila, Berhampore 712348",50,3.21,low,difficult,high,harassment|workplace_discrimination|cyber_bullying
"Shan, Varma and Jayaraman Foundation",qkade@ben.org,+916171552948,"H.No. 926, Gupta Chowk, Bhind-229009",50,3.93,high,easy,high,domestic_violence|FIR_denial|child_custody|rent_eviction
"Sethi, Comar and Patla Foundation",ikbalkurian@nair.com,+916007190581,"01/27, Kala Street, Malda 961014",13,4.82,medium,difficult,medium,child_custody
Sundaram-Parsa Foundation,wsengupta@tripathi.com,+918472683375,"41/03, Bhandari Zila, Shahjahanpur-155427",15,4.3,medium,difficult,high,labor_rights_violation|FIR_denial|harassment|child_custody
"Dora, Gokhale and Kalita Foundation",tprakash@chandran.com,05015872612,"H.No. 54, Sachar Path, Jalgaon 458213",4,4.12,medium,difficult,medium,bribery_corruption
"Rajan, Sampath and Mohan Foundation",aarnamalhotra@purohit-sarin.com,05037224076,"895, Kant Path, Patiala-245124",18,4.61,low,easy,medium,rent_eviction|harassment|labor_rights_violation
"Wali, Pradhan and Setty Foundation",ggarg@lad.com,1882653121,"073, Natarajan, Jodhpur 659704",25,4.15,medium,easy,low,cyber_crime|bribery_corruption|consumer_rights
Jayaraman PLC Foundation,ethanbali@toor.info,9189102965,"311, Kakar Circle, Gopalpur 952677",47,4.46,medium,difficult,medium,consumer_rights|harassment|cyber_crime
"Mand, Rao and Pradhan Foundation",chahaljonathan@din.net,+912954032009,"88, Peri Path, Kadapa 235107",24,4.7,high,easy,high,cyber_bullying|bribery_corruption
Trivedi LLC Foundation,sshetty@pradhan.org,4742878346,"H.No. 012, Bhalla, Gandhinagar 052225",48,3.17,medium,difficult,medium,child_custody|workplace_discrimination
"Bhalla, Mallick and Prakash Foundation",ushan@mishra.org,+919392310191,"22/82, Sathe Road, Jaunpur 810921",33,3.34,low,difficult,low,dowry|cyber_crime|domestic_violence|cyber_bullying
"Barad, Viswanathan and Sekhon Foundation",ladyagnesh@kulkarni-varty.com,1919118885,"30/73, Shanker Chowk, Bellary 637109",8,4.72,medium,moderate,high,cyber_bullying|harassment|bribery_corruption
Buch-Biswas Foundation,salviyauvani@kale.com,+911792352749,"H.No. 844, Sangha Road, Panchkula-966911",27,3.88,high,easy,medium,FIR_denial|cyber_crime|cyber_bullying
Issac Ltd Foundation,rajata72@dhar.org,+917165909894,"H.No. 25, Dasgupta Chowk, Berhampur-589237",2,3.71,high,moderate,high,consumer_rights|workplace_discrimination|child_custody
"Bhattacharyya, Sharaf and Subramanian Foundation",mohammedbahri@keer-kota.info,05312214466,"H.No. 54, Joshi Road, Nashik-951919",45,4.03,medium,moderate,medium,child_custody|rent_eviction|consumer_rights|bribery_corruption
Mallick and Sons Foundation,natarajanneelima@madan.biz,2515464037,"122, Memon, Chandigarh-028791",15,3.71,low,easy,medium,domestic_violence|harassment|child_custody
"Chakrabarti, Parsa and Rau Foundation",pmalhotra@konda-kapoor.org,01796438542,"104, Kumer Nagar, Jalgaon 307953",25,4.8,high,easy,high,cyber_crime|property_dispute|dowry|cyber_bullying
"Sachar, Hora and Nath Foundation",johalmaanav@dhillon-tara.org,01033863620,"H.No. 29, Atwal Zila, Bahraich-187104",34,4.07,high,moderate,low,labor_rights_violation|workplace_discrimination
Jaggi-Srivastava Foundation,rehaan98@dugar.com,9597903924,"25/87, Sidhu Street, Vijayanagaram-028806",3,3.1,low,moderate,high,labor_rights_violation|rent_eviction
Swaminathan PLC Foundation,kamdarkiaan@dugal-bhalla.net,03645100863,"514, Mittal Circle, Gudivada-777552",10,4.13,low,difficult,high,domestic_violence|child_custody|workplace_discrimination|bribery_corruption
Sehgal-Chowdhury Foundation,viswanathannaksh@pingle-patil.com,1683534704,"72/76, Malhotra Marg, Cuttack 340545",27,3.43,low,difficult,high,child_custody|harassment|consumer_rights
Som Group Foundation,salvianay@venkataraman-chowdhury.org,+913505686695,"15/894, Mangat Chowk, Sirsa-270107",7,4.63,medium,moderate,medium,bribery_corruption|FIR_denial|child_custody|domestic_violence
Sani Ltd Foundation,girik64@shah.biz,01181203842,"36, Jha Road, Bhagalpur-531667",30,3.16,high,moderate,high,property_dispute
"Barad, Sharma and Kulkarni Foundation",wriddhish56@dewan.com,6056800709,"90, Jain Circle, Udaipur 824343",16,4.19,high,moderate,low,rent_eviction|labor_rights_violation|consumer_rights
"Oza, Solanki and Kurian Foundation",loyalkashvi@badami-vohra.com,+912116574123,"17/042, Hora Nagar, Silchar-752494",31,3.63,medium,moderate,low,domestic_violence|FIR_denial
Chadha-Rastogi Foundation,jmagar@aggarwal.net,08604808302,"H.No. 529, Kala Road, Katihar 904650",5,4.52,high,moderate,low,harassment|cyber_crime
Gokhale Group Foundation,brindadhillon@kari-bir.info,08667626484,"371, Trivedi Road, Tezpur 558023",23,4.7,low,moderate,high,child_custody|property_dispute|FIR_denial|workplace_discrimination
Walla Ltd Foundation,bumbcharan@balakrishnan.com,06301241229,"H.No. 42, Brar Circle, Junagadh 891841",5,3.1,low,difficult,medium,bribery_corruption|child_custody|harassment
Aggarwal-Chopra Foundation,chauhansneha@dayal.com,0158069014,"03/994, Menon Marg, Mysore-886038",25,3.42,medium,easy,high,workplace_discrimination|cyber_crime|property_dispute
Halder-Dada Foundation,sacharishwar@bir.com,+917330352062,"46, Bhardwaj Road, Vadodara-575513",34,4.45,high,easy,low,rent_eviction|workplace_discrimination|property_dispute|harassment
Ben-Boase Foundation,lmital@tiwari.com,0489135738,"69, Toor Nagar, Hapur 613742",27,3.78,low,easy,low,rent_eviction|workplace_discrimination|cyber_bullying|dowry
Wason-Prabhakar Foundation,wchar@lanka-maharaj.org,07359660466,"08, Tara Chowk, Mysore-224479",9,4.19,medium,easy,medium,property_dispute|child_custody
Choudhry Ltd Foundation,vrittikala@khalsa-chandra.com,08537753691,"H.No. 93, Ramanathan Path, Dindigul-832468",43,4.94,high,difficult,low,dowry|rent_eviction|workplace_discrimination
Bumb-Nanda Foundation,wyattlata@bhavsar.org,+919149994832,"71, Sha Zila, Karawal Nagar-325991",39,3.83,high,difficult,low,consumer_rights
Sibal-Pradhan Foundation,bordelakshit@soni-mand.com,1548439622,"63/292, Konda Ganj, Bikaner-454572",9,3.6,low,moderate,medium,cyber_bullying
Naik-Hayre Foundation,bhavikabiswas@shroff.com,+911617881134,"34, Kari Path, Proddatur-318807",31,3.03,low,easy,high,FIR_denial|domestic_violence|cyber_crime|labor_rights_violation
Kota-Krishnamurthy Foundation,fmittal@maharaj.com,+918689736340,"37/939, Grewal Zila, Ajmer 597582",14,4.86,medium,difficult,high,FIR_denial
"Gole, Sabharwal and Chatterjee Foundation",mekhala10@saha-dube.com,02778860413,"H.No. 67, Roy Path, Thoothukudi-503388",38,4.14,high,easy,medium,harassment
Ramanathan-Lad Foundation,fariq64@keer.com,04812784503,"H.No. 724, Pandey Ganj, Srinagar-743452",2,3.0,high,moderate,low,workplace_discrimination|cyber_crime
Bains-Jaggi Foundation,unnatigrover@sandal.com,+914366843419,"H.No. 595, Kapur Circle, Mysore-955862",5,4.3,low,difficult,medium,FIR_denial
Khurana Inc Foundation,adviklal@bir.biz,+913569898064,"H.No. 949, Bhatnagar Ganj, Moradabad 886699",42,3.95,low,moderate,medium,FIR_denial
Luthra Inc Foundation,ramaaarav@kara.com,+918671511941,"91, Raju Path, Kanpur 447184",45,4.56,high,difficult,low,property_dispute|dowry
Nath-Ghose Foundation,finnshan@merchant.biz,02078187443,"167, Ben Nagar, Bihar Sharif-161564",22,3.58,medium,easy,high,cyber_bullying
"Sura, Viswanathan and Deep Foundation",adityasubramaniam@mani.com,5696902889,"H.No. 31, Balay Marg, Tadepalligudem-709230",40,3.21,medium,easy,medium,bribery_corruption
"Sood, Loke and Swamy Foundation",xborra@jha-sengupta.org,08592058350,"H.No. 32, Tandon Path, Jalandhar-153091",5,4.31,low,moderate,low,domestic_violence|cyber_crime|labor_rights_violation
Saha-Pandya Foundation,narangvrinda@chatterjee.org,08814178752,"82, Sethi Path, Kadapa 708015",3,3.72,low,easy,high,property_dispute|domestic_violence|rent_eviction|bribery_corruption
"Dasgupta, Murty and Goswami Foundation",parmerwahab@chowdhury.biz,2080793563,"091, Bansal Street, Kolhapur-869345",36,3.32,high,easy,high,consumer_rights|bribery_corruption|FIR_denial|cyber_bullying
Deep-Palla Foundation,haritadasgupta@mall.com,7488409320,"47/92, Sidhu Ganj, Ahmedabad-081943",46,3.86,high,moderate,low,bribery_corruption|cyber_crime|cyber_bullying|child_custody
Merchant-Manda Foundation,manibalvan@khatri.com,09160138592,"H.No. 62, Bail Path, Sambalpur-838917",47,3.96,medium,easy,high,workplace_discrimination|child_custody
Gara-Bhatnagar Foundation,gavinbhat@golla-bajwa.com,+919148269980,"H.No. 71, Gole Road, Amritsar 226174",38,3.34,high,difficult,high,rent_eviction|workplace_discrimination|labor_rights_violation
"Mane, Dada and Sehgal Foundation",dugalanthony@boase.com,6944686381,"H.No. 92, Kapur Ganj, Medininagar 772856",20,4.99,medium,moderate,low,FIR_denial|dowry|property_dispute|bribery_corruption
"Gokhale, Ramakrishnan and Saha Foundation",aryaleela@sem.biz,+916708136204,"19/98, Ramachandran Chowk, Karaikudi 787704",21,4.24,medium,difficult,low,consumer_rights|cyber_crime|bribery_corruption
Mallick LLC Foundation,nathan83@kar.com,+917979173151,"H.No. 600, Iyengar Nagar, Alwar 025412",36,5.0,medium,easy,low,workplace_discrimination|property_dispute|dowry|labor_rights_violation
"Biswas, Tandon and Nair Foundation",qdhaliwal@kalita.com,3622666585,"39/221, Karnik Ganj, Tirupati-390880",31,4.84,medium,difficult,low,property_dispute
"Bhasin, Borah and Deep Foundation",pkulkarni@prakash-kumer.com,04261966129,"H.No. 106, Uppal Nagar, Giridih 476546",21,4.6,high,difficult,medium,cyber_bullying|bribery_corruption|workplace_discrimination|consumer_rights
"Edwin, Kala and Badal Foundation",karsanaya@raman.com,02876223526,"23/45, Dalal Path, Moradabad-836401",1,4.77,medium,moderate,low,bribery_corruption|FIR_denial|child_custody
Singhal PLC Foundation,nikita61@venkatesh.com,+912745508866,"87/341, Mitra Marg, Malegaon-254178",29,3.25,low,difficult,low,dowry|rent_eviction|property_dispute
Subramaniam-Bawa Foundation,nandaekantika@thakkar.com,00553674481,"52/513, Yohannan Ganj, Durg 720122",37,4.42,high,moderate,high,consumer_rights|workplace_discrimination
"Tripathi, Gokhale and Lad Foundation",tararanganathan@dutta.org,07149664420,"63/258, Hayre Circle, Rewa-143828",44,3.04,high,easy,low,FIR_denial|dowry|cyber_bullying
Panchal Inc Foundation,urandhawa@gopal.com,+912376516428,"87/096, Krishnamurthy Marg, Maheshtala-675722",43,3.09,high,easy,high,workplace_discrimination
Raja LLC Foundation,xavier16@raval.com,+910038644630,"39, Ratta Street, Morena-933698",46,3.26,medium,difficult,high,FIR_denial
Bajwa Inc Foundation,nandasanaya@iyer.com,08271588059,"H.No. 184, Bahl Chowk, Secunderabad 469779",29,4.22,low,moderate,high,rent_eviction
Sandal-Bandi Foundation,mohini87@mohanty-shankar.info,+917360110753,"H.No. 64, More Chowk, Udupi-490093",48,4.9,high,easy,low,child_custody|bribery_corruption
Patil Inc Foundation,pbatta@tripathi-kadakia.biz,1549121221,"29/852, Krishna Circle, Phusro-650157",16,3.55,medium,easy,medium,cyber_bullying
"Vora, Jhaveri and Chawla Foundation",narainniharika@bose.biz,05128665181,"50, Shetty Nagar, Munger 035356",30,3.47,low,moderate,low,labor_rights_violation|rent_eviction|domestic_violence|harassment
Patla Group Foundation,jhalak36@bir-pradhan.info,4757079371,"H.No. 16, Master Path, Agra-580081",8,3.33,medium,easy,high,consumer_rights|domestic_violence|workplace_discrimination
Manda Group Foundation,maya66@wali.com,03966386738,"667, Natt Circle, Etawah-651709",35,4.55,medium,difficult,low,FIR_denial
Chad LLC Foundation,gabatheodore@chacko.net,+914926746652,"53/26, Deol, Aligarh 789157",48,4.72,low,easy,low,FIR_denial|workplace_discrimination|bribery_corruption|property_dispute
Nadig Group Foundation,mgarg@banerjee.com,2730726930,"H.No. 06, Badami Chowk, Amaravati-510241",31,4.43,medium,easy,high,labor_rights_violation|consumer_rights|FIR_denial|dowry
"Parmer, Wali and Shroff Foundation",misraekbal@loyal-chawla.net,08080608973,"39/034, Mishra Circle, Amroha-329002",8,3.65,high,moderate,high,labor_rights_violation|cyber_bullying|child_custody
Chauhan-Mander Foundation,alka62@brahmbhatt.com,+914154215931,"261, Tata Street, Shahjahanpur 652887",9,3.25,low,easy,high,labor_rights_violation
Misra Inc Foundation,cheemadaksh@dua-taneja.com,6199255818,"H.No. 767, Bhandari Path, Bhavnagar 054816",43,3.86,high,moderate,high,property_dispute|domestic_violence|dowry
"Wason, Gera and Murty Foundation",mmalhotra@choudhry-ganesh.net,1456123311,"207, Radhakrishnan Marg, Pune 008012",15,4.99,high,difficult,medium,child_custody|labor_rights_violation|harassment|cyber_crime
Rau Inc Foundation,darvasudha@saran-savant.com,0118019604,"H.No. 95, Bassi Chowk, North Dumdum 155099",22,4.37,medium,difficult,high,cyber_crime|cyber_bullying|FIR_denial
Sekhon-Ramesh Foundation,korpaldarika@saraf.info,+919226459587,"555, Venkataraman Circle, Jodhpur 608698",1,4.61,low,difficult,medium,bribery_corruption|cyber_crime|consumer_rights
Gulati Group Foundation,singhalaadi@sarkar-kant.com,2448648274,"197, Khosla Road, Tezpur 569278",14,3.55,medium,moderate,medium,workplace_discrimination|rent_eviction|property_dispute|cyber_crime
"Gera, Taneja and Vyas Foundation",ayushman37@sant.info,+912834617713,"65, Prashad Street, Amritsar 787835",45,4.4,low,easy,low,FIR_denial
"Krishna, Korpal and Pradhan Foundation",jdhillon@khanna-mody.com,6015417790,"848, Mani Nagar, Jamnagar 139319",44,4.41,high,easy,medium,bribery_corruption
Dayal-Radhakrishnan Foundation,rajatareddy@dua.com,1347915349,"75/54, Pandey Nagar, Akola-425610",38,3.49,medium,moderate,low,cyber_bullying|child_custody|consumer_rights
Raman Ltd Foundation,kpatla@garde-pall.com,02824593319,"76/917, Dhar Path, Khora -044506",30,3.2,medium,moderate,high,workplace_discrimination|domestic_violence
Sehgal-Sood Foundation,pallamahika@varty.com,1102155402,"H.No. 065, Bose Road, Pune 507745",40,3.28,medium,moderate,low,labor_rights_violation|consumer_rights
Sane Group Foundation,battagautam@ravi.info,+913747145856,"33, Bawa Street, Jabalpur-608232",41,3.14,medium,difficult,low,cyber_bullying|labor_rights_violation|workplace_discrimination|property_dispute
"Jayaraman, Kata and Oak Foundation",vdugar@salvi.info,02884585302,"H.No. 998, Saha Marg, Proddatur-250392",30,3.32,medium,moderate,low,harassment|child_custody|bribery_corruption
"Butala, Karpe and Dhillon Foundation",ati16@dey.com,+918206626975,"24, Dara Street, Machilipatnam 425228",12,4.21,medium,difficult,high,property_dispute|FIR_denial
Buch-Bava Foundation,aradhana29@tara.org,06639659560,"38/557, Boase Zila, Farrukhabad 238531",17,4.46,medium,easy,low,consumer_rights
Buch Group Foundation,gissac@dhar.com,+911233749353,"09/977, Badal Ganj, Bhopal 946480",9,3.15,low,easy,high,workplace_discrimination|bribery_corruption|FIR_denial|labor_rights_violation
"Varughese, Oommen and Kalita Foundation",kkumar@kumar.com,03153766882,"H.No. 69, Pathak Road, Pimpri-Chinchwad-848124",48,3.85,low,moderate,medium,dowry
Mutti PLC Foundation,owendalal@karnik.biz,+919070553433,"H.No. 40, Bera Ganj, Ghaziabad-471969",34,4.18,low,moderate,medium,cyber_bullying|bribery_corruption|cyber_crime|harassment
"Konda, Tiwari and Parmar Foundation",fpathak@singh.com,+915514651827,"61, Guha Zila, Ludhiana 166860",36,4.54,medium,moderate,low,domestic_violence|bribery_corruption|cyber_crime|dowry
Choudhary and Sons Foundation,kumerharinakshi@shenoy-bava.com,06728907513,"34/96, Rau Zila, Gaya 517826",23,4.6,medium,moderate,high,bribery_corruption|rent_eviction|child_custody|dowry
"Sarna, Memon and Kashyap Foundation",leelasani@ganesh.com,9500539831,"729, Wason, Gandhidham-808415",20,3.5,low,easy,low,domestic_violence|rent_eviction|property_dispute|FIR_denial
Lad-Cherian Foundation,handamahika@sahota.com,0655123970,"H.No. 914, Vasa Nagar, Hosur 418854",9,4.85,low,difficult,medium,workplace_discrimination|labor_rights_violation|domestic_violence|FIR_denial
Mandal Group Foundation,mittalbenjamin@parsa.net,07471263993,"H.No. 215, Choudhury Circle, Bikaner-904735",47,3.34,medium,easy,medium,domestic_violence
Jha LLC Foundation,tarameghana@kalita-mann.com,2142835262,"H.No. 52, Sama Chowk, Haldia-492341",50,3.83,low,difficult,medium,workplace_discrimination|dowry|property_dispute|FIR_denial
Dubey-Saini Foundation,danielpatil@babu-keer.com,03687408322,"980, Badami Ganj, Thoothukudi 785775",30,4.92,medium,easy,medium,bribery_corruption|harassment|consumer_rights|dowry
Agate-Khurana Foundation,varenyabhagat@choudhury.com,+916209774350,"57/148, Tripathi Street, Delhi 023924",32,4.01,medium,moderate,low,child_custody|workplace_discrimination|FIR_denial
"Bajwa, Mammen and Doshi Foundation",vbobal@wali.org,7689240685,"41, Sem Circle, Udaipur 656361",4,3.59,medium,difficult,high,dowry|labor_rights_violation|consumer_rights|cyber_bullying
Naik LLC Foundation,anitamani@nayar.com,5760224078,"35/93, Rajagopal Ganj, Maheshtala 502428",35,3.58,low,easy,medium,dowry
Divan-Dasgupta Foundation,gdeol@thaman-singh.org,+917257460570,"H.No. 574, Kar Marg, Kanpur 557493",5,4.56,medium,difficult,high,harassment|workplace_discrimination
Nanda-Wali Foundation,qminhas@goel-saini.com,8604487598,"H.No. 872, Hora Path, Sultan Pur Majra-353985",35,3.08,medium,difficult,high,bribery_corruption|harassment|labor_rights_violation
Kumer Group Foundation,saanvikarpe@radhakrishnan.com,5205701735,"H.No. 00, Sha Marg, Kakinada-900994",15,4.28,low,easy,medium,domestic_violence
Natarajan-Kulkarni Foundation,braman@mannan.info,+919619439618,"73, Narayanan Circle, North Dumdum 538494",46,3.49,high,easy,low,property_dispute|cyber_bullying
Varty-Taneja Foundation,aborde@kuruvilla.com,04661118796,"02/147, Venkatesh Zila, Rewa-562711",9,4.91,high,difficult,medium,rent_eviction|harassment|domestic_violence|consumer_rights
Walia Group Foundation,samarth34@borde.com,+912351759760,"H.No. 72, Taneja Ganj, Bettiah-707843",37,3.76,low,easy,high,domestic_violence|workplace_discrimination|cyber_bullying|child_custody
Sood-Kade Foundation,bhanumati97@barad.com,0196576520,"08, Lalla Ganj, Gwalior-980784",19,3.59,medium,easy,high,cyber_bullying|cyber_crime|consumer_rights
"Bandi, Divan and Raj Foundation",oommenqadim@upadhyay.com,+914796290414,"64, Kumar, Kavali-874164",43,3.31,high,difficult,medium,dowry
Salvi-Nori Foundation,ipatla@basu.com,06755619877,"H.No. 867, Bali Chowk, Raurkela Industrial Township 542312",41,4.12,high,moderate,low,cyber_crime|rent_eviction|FIR_denial
Chacko Ltd Foundation,balhaar30@reddy.com,+911156704994,"92/29, Dugar Nagar, Pallavaram-199373",24,3.98,medium,difficult,high,domestic_violence|harassment
Deol-Sawhney Foundation,naveen40@mallick-chada.net,00103729688,"02/010, Kar Ganj, Eluru-693501",22,4.43,medium,easy,high,rent_eviction|FIR_denial
Buch Ltd Foundation,ekiya64@ramaswamy.com,3180468834,"H.No. 966, Sachdev Street, Meerut 208615",2,3.51,high,difficult,medium,bribery_corruption|child_custody
Krishna-Dua Foundation,samuel38@vora.biz,08887737543,"H.No. 02, Handa Ganj, Bhagalpur-092076",37,3.11,medium,moderate,low,consumer_rights
"Mittal, Wali and Balan Foundation",sarnahenry@dyal.com,+914273754178,"46, Bhavsar Chowk, Gulbarga-219936",40,3.27,high,difficult,high,harassment|FIR_denial|child_custody|rent_eviction
Krishnan-Chakrabarti Foundation,ramanathanpallavi@garde.com,2941739468,"25/53, Shroff Ganj, Orai-214334",31,3.47,high,difficult,high,consumer_rights|labor_rights_violation
Kakar and Sons Foundation,shuklapriya@raju.info,+910054790638,"H.No. 406, Shan, Morbi 738012",3,3.88,high,difficult,low,rent_eviction
Krishnamurthy-Madan Foundation,oshabhatia@bhagat.com,+915091872832,"H.No. 495, Pandit Zila, Bhilai 062865",5,4.25,high,easy,medium,dowry|cyber_crime|rent_eviction
Shere PLC Foundation,joshua63@sha-warrior.com,+915423179115,"H.No. 913, Khurana Road, Faridabad 106647",30,3.37,high,difficult,low,domestic_violence
"Khalsa, Dua and Mutti Foundation",karindrajit@thakur.com,1063600687,"84, Chahal, Firozabad-785963",6,3.35,high,difficult,medium,property_dispute
Mohanty-Shroff Foundation,jasmitnanda@sridhar-venkataraman.net,8277557059,"92, Hayer Zila, Sri Ganganagar 508224",9,4.28,low,difficult,low,harassment|cyber_crime|cyber_bullying|rent_eviction
Natt LLC Foundation,prisha34@das.biz,00145078973,"31, Nair, Belgaum-794155",2,4.49,medium,moderate,high,property_dispute
Palla Group Foundation,tarak16@chatterjee-gara.com,8512744407,"10/382, Mannan Chowk, Baranagar-150803",44,3.46,low,moderate,low,workplace_discrimination|domestic_violence|rent_eviction
"Magar, Morar and Thakur Foundation",zbali@deep.com,3609250847,"H.No. 16, Pradhan Zila, Giridih 455226",18,4.25,medium,easy,low,dowry|child_custody|labor_rights_violation
"Sengupta, Edwin and Sachdev Foundation",zayan21@thakur-nanda.org,+917526479295,"H.No. 67, Nayar Circle, Dhanbad-028082",2,4.89,high,easy,medium,domestic_violence|FIR_denial|property_dispute|cyber_bullying
"Biswas, Pandya and Tripathi Foundation",uhans@hari.biz,+913133726481,"624, Menon Marg, Aurangabad 081775",3,3.73,low,easy,low,cyber_crime|harassment
Golla Ltd Foundation,golaijaya@suresh-raman.com,+916500077090,"24, Sundaram, Surendranagar Dudhrej-217490",32,4.63,low,moderate,medium,harassment
Kashyap and Sons Foundation,wom@golla.com,7795041940,"94/942, Shah Marg, Cuttack-718314",14,3.81,low,easy,low,cyber_bullying|child_custody|harassment|FIR_denial
"Swamy, Dube and Gour Foundation",balanojasvi@grewal.com,8051146420,"24, Patla Path, Baranagar-040549",15,4.17,medium,easy,low,cyber_crime|dowry|cyber_bullying
"Rajan, Mani and Ratta Foundation",dewanjatin@kant.biz,04323043157,"113, Lad Chowk, Sangli-Miraj & Kupwad-604125",18,3.22,low,easy,low,FIR_denial|child_custody|dowry
"Bandi, Palla and Iyer Foundation",thakerupma@vaidya.net,+911494349003,"810, Kalita Street, Khora -303720",32,4.49,low,moderate,low,consumer_rights|property_dispute|dowry
"Chadha, Dara and Bhatnagar Foundation",urvashishan@varughese.com,+912073712243,"H.No. 88, Babu Circle, Hubli–Dharwad 680479",10,4.94,low,easy,low,property_dispute|bribery_corruption|child_custody|rent_eviction
Kumar Inc Foundation,meera52@bhavsar-gour.org,06616475912,"64/744, Kunda Circle, Mathura 900143",36,3.63,medium,easy,medium,FIR_denial
"Kari, Parekh and Bora Foundation",yvarghese@sarma.net,03428523267,"091, Parmar Path, Raichur-141172",43,3.86,high,difficult,low,property_dispute|rent_eviction
